분류,제목,키워드,URL
사회,집안일이 어때서 남성 전업주부 23만명 넘었다,"집안일,23만,남성,전업,주부,육아,가사,전담,22년,최고,대전,자녀,아빠,4월,일터,원래,분식집,회사,아내,전업,내조,시작,2년,아이,아내,육아휴직,8개월,아이,아내,집안일,교대,결정,김씨,아내,휴직,기간,경력,단절,걱정,반대,10년,요식,업계,상황,서로,행복,역할,아이들,하루,종일,집안일,퇴근,아내,아이들,저녁밥,행복감,21년,2.7배,남자,전업,주부,급증,육아,가사,경제활동,전업주부,남자,전업,주부,23만,여자,역할,인식,육아,가사,양성,兩性,공평,분담,인식,확산,경기,둔화,일자리,남성들,아내,살림,통계청,경제,활동,남성,육아,남성,가사,경제활동,사람,23만,집계,22만,5000명,9월,21만,2만,규모,남자,전업,주부,취업자,분류,육아,휴직자,제외,수치,전업,집안일,남성들,남자,전업,주부,남편,주부,주부,아빠,남자,안사람,1999년,통계,집계,시작,남자,전업,주부,2002년,31만,30만,1997년,외환,위기,대기업들,비자발적,정리해고,집안일,남성들,후폭풍,외환,위기,2003년,숫자,8만,급감,21년,2.7배,주부,아빠,2002년,22년,성공,화목,가정,중요,전문가들,IMF,사태,집안일,남자들,20여,가사,육아,의식,양성,평등,집안일,남성들,급증,박윤수,숙명여대,경제학부,교수,여성,경제,활동,참가,급증,사정,남자들,집안일,전업,배경,내수,침체,장기화,기간,일자리,전업주부,남편,증가,남편,주부,원인,남자,전업,주부,행복,기준,사회적,성공,화목,가정,3년,직장,아이,주부,아빠,남자,느낌,적응,생각,적성,회사,예전,아이들,육아,만렙,육아,최고,레벨,신조어,아빠,자부심,보람,동시,자녀들,경제활동,시작,계획,박씨,사무소,원래,건축,나중,프리랜서,생각,퇴직,직전,건축사,자격증,취득,분식점,김씨,아이들,정도,음식,배달,시작,각오",https://www.chosun.com/economy/economy_general/2024/11/02/2JFIQ6D5PNCPTLHUKQZLLT6YWE/?utm_source=bigkinds&utm_medium=original&utm_campaign=news
정치,"민주당, 오늘 장외집회 총동원령","민주당,총동원령,장외,집회,총동,원령,이재명,선거법,위증,혐의,법원,판결,여론전,더불어민주당,2일,서울역,인근,김건희,규탄,대회,지도부,의원,소속,원외,지역,위원장,사실상,총동원령,상태,윤석열,대통령,명태균씨,정치,브로커,명태균,통화,녹취,공개,야권,탄핵,대통령,하야,주장,분출,이재명,민주당,대표,국회,국회의원,소속,원외,지역,위원장,소집,자리,정치,비상,사태,국민,정권,범법,정권,민주당,대통령,명씨,공관위,김영선,경선,김영선이,음성,파일,공개,민주당,의원,조국혁신당,의원,단축,대통령,임기,개헌국회의원연대,결성,지방,선거,대통령,임기,중임,개헌안,통과,지방선거,동시,대선,주장,임기,대통령,1년,민주당,관계자,집회,장외,정국,중요,변곡점,전망,민주당,이날,집회,참여,인원,박근혜,국면,대통령,탄핵,집회,장외,운동,정권,퇴진,확장,방안,대표,탄핵,대통령,염두,본격적,행동,돌입,정치권,15일,25일,예정,대표,사건,선거법,위반,선고,위증,교사,사건,과시,법원,압박,의도,제기,대표,이재명,민주당,전국,지역,위원장,국회의원,비상,연석회의,생각,상황,공정성,훼손,윤석열,정부가,훼손,태도,대표,정부,러시아,파병,북한군,활동,감시,전황,파견,경제,상황,국면,법률,살상,무기,제공,국군,파견,전쟁,획책,생각,이날,연석회의,190여,국회의원,원외위원장,참석,회의,국민,열망,정권,심판,개시,국민,행동,국정,농단,진상,규명,완수,김건희,특검법,대응,결의,회의,김성회,의원,기자들,천준호,전략,기획,위원장,국정감사,대통령,명씨,음성,녹취록,부부가,대통령,범죄,공동체,실체,규정,발언,탄핵,국면,의견,개헌,임기,단축,진행,의견,연석회의,종료,대표,간담회,민주당,의원,오찬,자리,탄핵,추진,의견,조국혁신당,윤석열,대통령,탄핵,소추,국회,제출,황현선,사무총장,이날,국회,긴급,간담회,긴급,탄핵,소추안,작성,11월,초안,공개",https://www.chosun.com/politics/politics_general/2024/11/02/ZBWLO342YNFULPTAM3FB5UJTSY/?utm_source=bigkinds&utm_medium=original&utm_campaign=news
국제,"최선희, 러 외무 만나 “핵공격 준비태세 강화”","최선희,외무,강화,준비,태세,러시아,방문,북한,최선희,외무상,1일,현지,시각,모스크바,세르게이,라브로프,러시아,외무,장관,회담,핵무기,강화,보복,공격,보복,준비,태세,강화,로이터,AFP,통신,최선희,이날,한반도,폭발적,상황,최선희,김정은,위원장,러시아군,러시아,사람,우크라이나,성전,聖戰,지원,러시아,동지,승리,라브로프,장관,러시아,북한,안보기관,사이,형성,양국,안보,중요,해결,최선희,라브로프,회담,김정은,내년,방러,북한군,러시아,파병,반대급부,논의,관측,토니,블링컨,미국,국무부,장관,31일,현지,시각,미국,워싱턴,외교,한미,국방,장관회의,공동,회견,발언,러시아,파병,북한군,무인기,훈련,우크라이나,정부,공개,러시아,파병,북한군,지휘관,북한,공작,대남,무인기,총괄,리창호,정찰,국장,포함,러시아,파병,북한군,무인기,훈련,리창호,지휘관,파병,북한군,포함,북한,1990년대,무인기,집중,자체,무시,수준,러시아,드론,활용,현대전,습득,현대전,북한,전력,향상,결과,북한,무인기,부대,공장,창설,초기,비행기,수리,822공장,공군,사령부,소속,격상,정찰,총국,소관,위상,역할,북한,공군,사령부,무인기,중대,병역,한진명,베트남,주재,북한,대사관,서기관,북한,발동기,엔진,자체,자체,보유,발동기,경량,카메라,성능,향상,러시아,정찰총국장,러시아,파견,얘기,지휘,부대원들,파견,지휘관,전투,능력,배가,의도",https://www.chosun.com/politics/north_korea/2024/11/02/Q2VQ424F4JDRNAJMIUTEM32BRQ/?utm_source=bigkinds&utm_medium=original&utm_campaign=news
정치,尹 부부 기억에만 의존 참모들 ‘明 사태’ 난감,"기억,부부,의존,참모들,사태,참모,난감,비서실장,정진석,대통령,국회,운영,위원회,국정,감사,증인,출석,명태균씨,의혹,명태균,해명,실장,대통령,대선,경선,명씨,조력,민주당,공천,개입,주장,당대표,이재명,공세,일방,정치,여권,야당,공세,역부족,관계자,고위,의혹,대통령실,해명,전적,부부,대통령,기억,의존,사건,진실,대응,사람,한정적,대통령실,참모진,명씨,의혹,제기,대통령,김건희,여사,진위,해명,부부,대통령,기억,의존,나중,사실,차이,앞뒤,해명,발생,신뢰,사건,대통령실,공식,입장,대선,경선,막바지쯤,국민의힘,정치인,명씨,거리,조언,대통령,명씨,문자,통화,사실,기억,민주당,지난달,여당,경선,한참,9일,대통령,명씨,통화,녹음,공개,대통령실,당선,전화,대통령,기억,국민,의원,실장,참모진,사실,최후,보루,상황,타개,참모들,선제적,조치,건의,국민,한동훈,대표,1일,민주당,공개,대통령,명씨,통화,녹음,입장,대표,일정,이날,공개,모처,방안,정국,대응,모색,대표,라인,대통령실,참모,대통령,명씨,적극,대응,국민,관계자,대응,추가,폭로,낭패,사태,파악,치중,대표,주말,사태,내주,명씨,입장",https://www.chosun.com/politics/politics_general/2024/11/02/A7GYALAR6ND7HPPIVCODVPPIGI/?utm_source=bigkinds&utm_medium=original&utm_campaign=news
정치,여권서 터져 나오는 “내각 총사퇴” “참모진 개편”,"여권,내각,총사퇴,참모진,개편,윤석열,대통령,명태균씨,공개,통화,녹음,야권,탄핵,공세,고조,여론,악화,여권,내각,총사퇴,대통령실,참모,전면,개편,요구,대통령실,명씨,의혹,제기,수세,해명,일관,대응,정권,차원,위기,극복,쇄신,전면,조각,組閣,전면적,쇄신,인사,전열,정비,국면,정권,붕괴,위기감,반영,해석,국민,대구시장,소속,홍준표,대구,시장,페이스북,박근혜,대통령,탄핵,자유,한국당,국민의힘,후보,대선,출마,어려움,언급,대통령,대선,시장,쟁취,정권,몰락,대통령,비서실,전면,쇄신,내각,전면,쇄신,국민,국정,기조,국정,추동력,회복,유승민,의원,소셜미디어,한국갤럽,여론,조사,지지율,대통령,대구,경북,지역,지지율,대통령,18%,거론,윤석열,정권,보수,궤멸,위기,의원,대통령,절반,임기,경제,민생,국가안보,전념,정부,대통령실,전면,쇄신,임기,국정과제,인재들,정부,대통령실,전면,교체,의원,페이스북,바닥,파천황,破天荒,쇄신책,의원,획기적,쇄신,물들,배제,사태,인물들,상의,쇄신,정부,대통령실,전면적,인사개편,의원,본지,통화,시점,특별,감찰관,임명,조치,전면적,쇄신,민심을,상황",https://www.chosun.com/politics/2024/11/02/Q3UBHQBMMJB2PBJ5KEATP2HX2E/?utm_source=bigkinds&utm_medium=original&utm_campaign=news
정치,대선 지원 대가로 명태균이 공천 창원산단에 개입했는지가 핵심,"대가,대선,지원,명태균,공천,창원산단,개입,핵심,명태균,의혹,명태균,의혹,공천,개입,불법,여론,조사,창원,국가,산업,단지,선정,관여,가지,민주당,김영선,의원,경남,창원,의창,국회의원,보궐,선거,공천,윤석열,대통령,명씨,통화,녹음,파일,공개,의혹,공천,개입,대통령,핵심,명씨,대선,여론조사,대선,여론,조사,윤석열,후보,지원,대가,공천,선정,창원,국가산단,개입,의혹,공천,개입,의혹,민주당,김영선,의원,공천,대통령,명씨,파일,통화,녹음,공개,당선,신분,대통령,명씨,공관위,김영선,경선,김영선이,민주당,명씨,공천,지인,대화,녹음,파일,추가,공개,녹음,파일,명씨,국민의힘,조은희,의원,전화,광역,단체장,김진태,박완수,사람,조은희,김영선,국민,서울,서초갑,국회의원,보궐,선거,조은희,의원,1,지방선거,지방,선거,박완수,경남,지사,김진태,강원,지사,공천,민주당,부부,대통령,명씨,청탁,6월,국회의원,보궐,선거,지방,선거,공천,개입,정황,주장,녹취록,언급,조은희,의원,박완수,경남,지사,김진태,강원,지사,사실무근,의원,치열,경선,공천,소리,김영선,의원,자신,보좌관,강혜경씨,입장,명태균,국회의원,녹음,공개,명씨,공천,개입,대가,이익,정치,자금,위반,대통령,여부,공천,지시,입증,대통령실,대통령,공천,관여,지시,국민,의원,공천,공관위,결정,반박,의혹,불법,여론,조사,창원지검,명씨,혐의,불법,여론,조사,수사,착수,상태,명씨,실질적,운영,여론,조사,업체,미래,한국연구소,대선,조작,의혹,명씨,기간,대선,경선,강혜경씨,강혜경,통화,응답,계수,홍준표,후보,윤석열,후보,2~3%,지시,강씨,지난달,국회,국정,감사장,명씨,대선,후보,최소,여론조사,조작,주장,법조계,명씨,여론,조작,공직선거법,위반,공소시효,얘기,선거법,공소시효,선거일,6개월,창원,산단,지정,관여,명씨,창원,국가,첨단,산업,단지,산단,후보지,지정,관여,의혹,대통령실,창원,국가,산단,후보지,명씨,명씨,본지,통화,창원,산단,아이디어,민주당,대통령,창원,국가,산업단지,후보지,선정,축하,현수막,명씨,공직자,창원,산단,후보지,정보,사전,입수,공무,비밀,누설죄,공범,여권,과시욕,명씨,허풍,의혹들,과장,측면,얘기,실제,유튜브,채널,인터뷰,지리산,도사,인터뷰,대통령,공적,公的,대화,휴대,전화,묘소,검찰,압수수색,부친,화장,火葬,묘소,지인들,대화,녹음,파일,대통령,장님,무사,김건희,여사,사람,의원,국민의힘,권영세,이날,라디오,이야기,천지창조,인물",https://www.chosun.com/politics/2024/11/02/LBAPD4PRUVGKJGSO2QQTV2A73A/?utm_source=bigkinds&utm_medium=original&utm_campaign=news
정치,"‘한반도 비핵화’ 강조한 美, 한국의 자체 핵무장 여론도 견제한 듯","한반도,강조,한국,여론,자체,견제,미국,워싱턴,한미,안보,협의,회의,SCM,공동성명,북한,완전,비핵화,문구,하루,31일,현지,시각,양국,외교,국방,공동성명,장관,회의,공동,성명,한반도,표현,분간,이날,한미,외교,국방,장관,회의,기자회견,한국,북한,강조,미국,한반도,사용,이날,회견,발언,비핵화,언급,기자회견,질문,토니,블링컨,국무,장관,한반도,완전,비핵화,미국,정책,유지,블링컨,장관,2021년,회의,한국,일본,포함,동맹국,파트너들,북한,비핵화,노력,미국,공동성명,캠프,데이비드,공동,성명,SCM,공동,성명,북한,완전,비핵화,지지,대상,북한,명시,북한,한반도,북한,겨냥,윤석열,정부,출범,문재인,정부,사용,한반도,북한,공식적,사용,한국,기조,미국,비핵화,현실적,달성,비확산,무게,모습,억제,증강,군축,방안,위험,관리,모색,국가안보회의,백악관,국가,안보,회의,NSC,관료들,국무부,고위,관료,수차례,미국,중간,단계,interim,steps,용의,북한,보유,인정,군축,협상,전환,정부,용인,한반도,한반도,전술,한국,자체,반대,의미,확보,잠재력,여론,자체,견제,뉘앙스,해석,외교,소식,미국,회담,한미,동맹,방향성,제시,SCM,공동,성명,북한,삭제,사안,회의,한반도,오해,소지,표현,외교,실패,양국,이날,북한,러시아,심화,군사,협력,규탄,국제사회,조치,양국,러시아,북한,제공,지원,주시,공개,불법적,무모,불안정,야기,행위,억제,국제사회,조치들,적극,추진,약속",https://www.chosun.com/politics/diplomacy-defense/2024/11/02/AB3BKP5NLZD5TA5NSQ6SXF4EFY/?utm_source=bigkinds&utm_medium=original&utm_campaign=news
정치,"""용산 거짓 해명, 구제불능"" vs ""이재명 방탄용 공세""","해명,용산,거짓,구제불능,vs,이재명,방탄,공세,앵커,윤석열,대통령,명태균,통화녹음,공개,대통령실,상대,마지막,국정,감사,공천,개입,의혹,여야,난타전,야당,대통령실,해명,앞뒤,대통령,하야,거론,여권,방탄,이재명,대표,대통령,공세,악의,정치,반발,나혜인,민주당,명태균,통화,육성,대통령,공개,대통령실,해명,초등학생,궤변,맹비난,공천,개입,육성,개입,소리,국민,해명,고민정,더불어민주당,의원,대통령,공천관리위원회,대통령실,공천,보고,공천,답변,상반,답변,통화,당선,통화,신분,강조,김영선,의원,공천,임기,대통령,시작,대선,경선,연락,해명,거짓말,비판,요구,국회,출석,김건희,여사,번째,발부,발언,대통령,하야,윤종군,더불어민주당,의원,참담,상황,대통령,국정,혼란,나라,심정,자진,하야,건의,의향,대통령실,초반,대통령,정치,입문,초반,조언,이것저것,간섭,취임,해명,정진석,대통령,비서실장,대통령,대표,캠페인,정치,지속,맥락,생각,법적,상식적,국민,대표,개혁,이준석,의원,응수,정진석,대통령,비서실장,이준석,대표,4시,경남,사찰,홍매화,천하람,개혁,의원,지지율,모양,정진석,대통령,비서실장,개혁,지지율,생각,장난,여당,바이든,사태,거론,육성,대통령,편집,조작,주장,강명구,국민의힘,의원,전형적,폭로,민주당,기획,정치,공작,생각,보호,이재명,아버지,일방적,국감,증인,창피,육성,대통령,공개,정치,비상,상황,선포,대여,총공세,민주당,2일,집회,장외,여론전,대통령실,공세,일방,정치,정국,대치,전망,촬영기자,이승창,영상편집,윤용준YTN",https://www.ytn.co.kr/_ln/0101_202411020052040840
국제,“5000달러 드론이 500만달러 탱크 파괴” 전쟁 바꾼 빅테크,"달러,드론,500만,달러,탱크,파괴,전쟁,빅테크,5000달러,AI,드론,500만,달러짜리,탱크,파괴,우크라이나군,국경,러시아,중심부,전력시설,정유공장,정밀,타격,9월,러시아,수도,모스크바,인근,정유공장,우크라이나,공격,러시아,정밀,타격,수단,인공지능,AI,드론,전파방해,취약,GPS,위성합법시스템,장착,탑재,AI,비행,자체적,지형,탐색,자율적,경로,설정,목표물,식별,자폭,공격,감행,AI,드론,소프트웨어,팔란,미국,빅테크,기업,빅데이터,전문,팔란티어,지난,우크라이나,드론,공격,적중,80%,엑스텐드,이스라엘,스타트업,VR,가상현실,조종,드론,가자지구,전쟁,투입,드론,송출,화면,헤드셋,조종,건물,수색,폭발물,발견,수류탄,발사,AI,드론,정밀,움직,보정,5분,조작법,빅테크,첨단,현대,전장,戰場,AI,드론,로봇,상업용,군사용,시작,우크라이나전,이스라엘,전쟁,투입,전장,판도,전술,역할,수행,전장,빅테크,마이크로소프트,MS,증강현실,AR,기기,IVAS,육군,공급,AR,기기,3D,입체,지도,열화상,센서,GPS,덕분,날씨,연기,상황,군인,인근,동료,위치,파악,주변,상황,실시간,인식,공중,폭격,감지,경고,신호,미군,훈련,사용,실전,투입,막바지,막바지,진행,드론,무기,핵심,전술,자리,미군,자국,기업,에이벡스,에어로스페이스,고스트,드론,피닉스,우크라이나,500대,지원,피닉스,고스트,자율,비행,정찰,임무,수행,표적,발견,정밀,타격,성능,미국,기업,안두릴,드론,1.4,탄약,5분,드론,지상군,타격,보잉,AI,무인,전투기,고스트,배트,오르카,무인,잠수정,스토크,AI,드론,스타트업,화이트,설립,구글,최고경영자,CEO,에릭,슈밋,우크라이나,전쟁,5000달러,드론,500만,달러,탱크,파괴,빅테크,무기,성능,강화,팔란티어,전투,지역,지형,사물,데이터,표적,포착,타격,전술,제안,AI,구글,오러클,AWS,합동,군사,작전,데이터,관리,JWCC,클라우드,제공,챗GPT,오픈AI,분야,사이버,보안,국방부,협력,폴리티코,군대,종류,무기,보유,중요,무기,구동,소프트웨어,중요,의존도,빅테크,군사,미국,방위,사업,빅테크,의존도,인콰이어리,미국,기관,테크,마이크로소프트,아마존,구글,빅테크,방위,사업,수주액,280억,달러,36조,미국,국방부,분야,예산,총액,1300억,달러,180조,감안,방위산업,빅테크들,미국,브라운대,왓슨,국제,공공문제,연구소,미국,군수,산업,실리콘밸리,확장,빅테크,벤처캐피털,사모펀드,달러,규모,국방,계약,이익,중국,미국,빅테크,활용,군사기술,로이터통신,중국,인민,해방군,연계,연구기관들,메타,개방형,오픈소스,라마,AI,모델,Llama,활용,군사,AI,보도,군사과학원,중국,기관,소속,연구원,정보,각종,군사,수집,작전,결정,지원,챗봇,메타,모델,공개,AI,이용",https://www.chosun.com/economy/tech_it/2024/11/02/5KMFSO62KZB6JCZ4CEULAZKZL4/?utm_source=bigkinds&utm_medium=original&utm_campaign=news
국제,“AI 활용한 무기 가공할 위력 오용되면 끝장”,"AI,활용,무기,위력,오용,끝장,각국,AI,군비,통제,논의,개최,회담,인공지능,AI,활용,무기,각종,첨단,실제,전장,戰場,투입,위력,세계,각국,통제,AI,군비,논의,시작,미국,중국,경쟁,AI,패권,심화,AI,대량,살상,무기,오용,목소리,96국,세계,서울,AI,책임,군사,이용,고위급,회의,REAIM,군사,목적,기준,AI,활용,규범,논의,참가국들,국가,테러,집단,대량,살상,무기,확산,AI,활용,방지,무책임,행위자들,군사,분야,AI,역량,획득,오용,통제,보안,조치,AI,적용,결과,기계,인간,활용,국내법,국제법,준수,기준,행동,청사진,미국,한국,60여,서명,중국,이스라엘,회의,참여,동의,중국,번째,선언문,미국,중심,반발,서명,AI,군비,국제,규범,논의,미국,주도,미국,첨단,반도체,AI,제재,AI,중국,원칙적,동의,미국,주도,군비,통제,주저,미국,REAIM,회의,자국,주도,규범,AI,군사,중국,유엔,다자주의,주장,서명,거부,미국,중국,AI,군비,대화,물꼬,로이터통신,양국,스위스,제네바,AI,회담,AI,11월,미국,대통령,국가주석,시진핑,중국,AI,실존,위협,의견,교환,후속,조치,회담,미국,중국,AI,오용,전달,중국,AI,분야,미국,중국,제재,반대,입장,강조",https://www.chosun.com/economy/tech_it/2024/11/02/HIWBYWPMNJGDRMZPOAP2TIC5PM/?utm_source=bigkinds&utm_medium=original&utm_campaign=news
국제,中 한국에 전격 비자 면제 이유는 ‘북 러밀착 견제?’,"한국,면제,전격,비자,러밀착,견제,중국,8일,한국인,입국,허용,중국,본토,방문,한국인,비자,면제,북한,러시아,밀착,한반도,중국,영향력,쇠퇴,지적,중관계,악화,상황,전격적,조처,비자,면제,단행,중국,외교,한국,9개국,소지자,일반,대상,31일,내년,정책,일방,시행,한국,8개국,슬로바키아,노르웨이,핀란드,덴마크,아이슬란드,안도라,모나코,리히텐슈타인,유럽,국가,일방,상대,국가,동일,조치,비자,면제,정책,국가,소지자,일반,비즈니스,여행,관광,친지,친구,방문,환승,15일,중국,방문,비자,발급,중국,비자,발급,비용,25%,할인,비자,종류,1만,11만,신청자,비자센터,방문,사전,작성,질문지,중국,방문,기피,요인,조치,비자,면제,한국인,중국,관광,방문,비자,면제,중관계,조치,파격적,관광객,유입,투자,활성,효과,측면,동북아시아,정세,변화,작용,서울,정상회의,사태,사드,악화,중관계,개선,공감대,확보,상황,밀착,중국,견제,한국,추가,악화,관측,북한,러시아,전투병,파병,군사,협력,강화,한국,교민,반간첩법,위반,체포,사실,한국,여론,전격적,조처,비자,면제,풀이,비자,면제,대상,국가,미국,일본,포함,뒷받침,중국,한국,미국,일본,동시,중국인,단체,관광,허용,대상,비자,면제,한국,포함,5월,정상회의,2025년,정상,회의,2026년,문화,교류,지정,합의,일본,가능성,비자,면제,가능,거론,제외,중국,태국,싱가포르,카자흐스탄,벨라루스,에콰도르,조지아,24개국,협정,비자,면제,중국,일방적,비자,면제,국가,프랑스,독일,이탈리아,스위스,폴란드,호주,20개국,국가,유럽,베이징,송세영",https://www.kmib.co.kr/article/view.asp?arcid=0020684960&code=61131811&cp=kd
정치,뭉툭하고 커진 탄두부 “러 다탄두 ICBM처럼 변해”,"탄두부,다탄,ICBM,최대,크기,공개,신형,ICBM,북한,발사,시험,신형,대륙,탄도,미사일,ICBM,화성,공개,북한,ICBM,매체,북한,관영,공개,사진,화성,19형,추진체,구성,이동식,미사일,발사대,TEL,발사,미사일,중량,만큼,탄두,미국,본토,겨냥,다탄두,공격,가능,북한,화성,19형,대륙간탄도미사일,최종,완결판,대륙,탄도,미사일,표현,북한,화성,19형,최대,정점,고도,7687.5,상승,거리,5156초,85.9분,비행,예정,수역,동해,공해,예정,탄착,높이,역대,최고,최장,시간,비행,당국,차이,이날,주애,이날,시험,발사,참관,김정은,국무,위원장,현장,수단,투발,수단,확보,패권,지위,불가역,세계,관계자,이날,공개,화성,19형,미사일,TEL,ICBM,화성,17형,북한,보유,ICBM,액체,연료,화성,17형,TEL,발사,미사일,길이,23m,정도,고체,연료,ICBM,화성,18형,TEL,사용,미사일,21m가량,신형,ICBM,화성,19형,고체,연료,미사일,25~26,m가량,추정,ICBM,고체,추진,액체,추진,연료,주입,공격,가능,화성,19형,공격,위력,속도,ICBM,성능,화성,19형,탄두,중량,파괴력,목적,가능성,화성,18형,사거리,1만,전역,미국,본토,사정권,미사일,추진력,중량,탄두,목적,설명,전문가들,화성,19형,탄두부,화성,18형,상대적,주목,탄두부,공간,다탄,탑재,가능,의원,국민의힘,유용원,화성,19형,화성,18형,사실,개량,러시아,차세대,ICBM,RS-,사르마트,탄두부,형상,변화,의원,사르마트,탄두,중량,10t가량,핵탄,최대,소형,핵탄,16개,탑재,북한,화성,19형,시험,발사,공개,다탄두,시험,언급,선임연구위원,홍민,통일,연구원,선임,위원,정상,각도,시험,발사,탄두,대기,탄두,비행,지향,탄두,분리,방향,유지,ICBM,확보,미지수,북한,확보,시간문제,지적,우크라이나,전쟁,파병,반대급부,러시아,ICBM,ICBM,북한,다탄,확보,얘기,다탄두,장착,북한,ICBM,동부,뉴욕,워싱턴,도시,동시,타격,외교부,북한,ICBM,발사,대응,미사일,외화벌이,관여,북한,11명,기관,겨냥,독자,제재,6일,적용,북한산,무기,무기,무기,품목,수출,관여,주모,잠비크,경제,무역,대표부,대표,최광수,미사일,자금,조달,관여,조선,민족,보험총,회사,소속,박춘산,서동명,김일수,최춘식,강성삼,제재,대상",https://www.chosun.com/politics/politics_general/2024/11/02/BZ2BCMHAERFIDIG3AB42R3TVA4/?utm_source=bigkinds&utm_medium=original&utm_campaign=news
문화,"영화도 책도 안본다, 물도 안먹는다... 비행기 ‘로도깅’ 도전해보니","영화,비행기,로도깅,도전,주말,비행멍,챌린지,올여름,유행,비행기,일상,선물,기내,여럿,공간,역설적,고독,장소,동행,혼자,장거리,비행기,로도깅,raw-dogging,실천,승객,성공,로도깅,시간,달성,개인,정신력,인증샷,소셜미디어,SNS,로도깅,단어,발명품,영화,음악,항공,지도,기내,엔터테인먼트,이용,기내식,화장실,사용,불가,로도깅,비행기,탑승,목적지,도착,허공,응시,마음,챌린,로도깅,올여름,유럽,미국,서구권,중심,유행,공개,애플TV,드라마,하이재킹,주인공,넬슨,주인공,이드리스,엘바,두바이,런던,비행,정면,응시,장면,화제,영상,성공,인증,트렌드,자리,로도깅,도구,원래,피임,성관계,속어,SNS,도움,의미,엔터테인먼트,식음료,장거리,비행,극복,챌린지,확장,남성,MZ,세대,중심,유행,호주,스튜어트,온라인,문화,전문가,조시,남성들,테스트,챌린지,설명,로도깅,실천자,일종,마음,명상,주장,불멍,숲멍,바다멍,유행,버전,비행멍,허공,응시,소리,비행기,엔진,숨소리,심장박동,집중,내면,정신,고양,서양,심리학자,미디어,자극,정신,건강,도움,기내,아무것,편안,의심,마약,밀수범,의학,전문가,로도깅,경계,건조,기내,수분,섭취,탈수,위험,비행,수면,휴식,시차,적응,신체,리듬,장거리,비행,혈액,순환,원활,발생,증후군,이코노미,클래스,심부정맥,혈전증,위험,다리,증상,방치,가슴,가슴,통증,로도깅,기내식,마약,밀수범,오해,세관,당국,마약,밀수범,색출,기내,식사,승객,명단,항공사,특별,조사,밀수범들,콘돔,마약,수법,콘돔,가능성,밀수범들,기내식,로도깅,찬반,트렌드,부상,로도깅,체험,10시간,비행기,시간,호주,출장길,비행,모드,설정,휴대전화,스톱워치,시작,버튼,로도깅,도전,비행기,이륙,사인,좌석,벨트,평소,좌석,기내,엔터테인먼트,영화,목록,허공,응시,들숨,날숨,집중,내면,만사,성층권,하부,오랜만,내부,여행,구름,피정,避靜,평온,선물,사람,습관,동물,평소,마음,듄2,기내식,잡념,꼬리,꼬리,소음,비행기,엔진,평소,정신일도하사불성,숫자,심장,평소,다리,이코노미석,증후군,불안감,엄습,기내식,준비,갤리,음식,냄새,자제력,결국,로도깅,마늘,100일,동굴,생활,인간,포기,짐승,열패감,휴대전화,스톱워치,중지,버튼,억겁,8분,7~8시간,10시간,지속,시간,성공,로도깅,시간,정신력,운운,SNS,자랑,남성,영국,맨체스터,출신,DJ,이해,앞쪽,스튜어디스,비프",https://www.chosun.com/national/weekend/2024/11/02/3RFQ2HQ2T5CMNAVD77TG3G27V4/?utm_source=bigkinds&utm_medium=original&utm_campaign=news
사회,태풍 ‘콩레이’ 영향 제주에 226㎜ 폭우,"태풍,콩레이,영향,제주,폭우,콩레이,태풍,영향,제주,전역,호우,주의보,제주,해안동,자동차,이날,기준,제주도,226.4,관측,시작,이래,강수량,하루,기록,기상청,주말,2일,제주도,남부,지방,비바람,예보",https://www.chosun.com/national/national_general/2024/11/02/KHSLCEUI2RBKXBLLVV46J5YGGI/?utm_source=bigkinds&utm_medium=original&utm_campaign=news
